Query: 浙江大学紫金港校区海洋大楼南侧浙江大学建筑工程学院A楼(南大门), Truth: 紫金港路隧道东200米浙江大学建筑工程学院A楼(南门), Distance: 19123
Query: 金黎便利(金色黎明公寓店)旁边滨江金色黎明2期-13, Truth: 江干区滨江金色黎明滨江金色黎明1期13号楼, Distance: 39774
Query: 画乐堂南面臻园6幢, Truth: 文岚街德信·臻园6幢德信·臻园6幢, Distance: 771
Query: 长江南路336号北大门, Truth: 长江南路336号正西方向150米动漫广场会展中心(北大门), Distance: 13336
Query: 庆春路268号星巴克臻选, Truth: 庆春路268号嘉里中心办公楼一层OL101a号单元星巴克臻选(嘉里中心1店), Distance: 883
Query: 莫干山路西侧咨委员会, Truth: 莫干山路423-429瑞祺大厦2层浙江省人民政府咨询委员会, Distance: 14349
Query: 科兴街与九昌路交叉口东南边维也纳国际招待所, Truth: 九昌路18号格畈大厦1层、5-12层维也纳国际酒店(九堡客运中心店), Distance: 297
Query: 东新路西文街中粮·方圆府, Truth: 东新路西文街方圆府, Distance: 575
Query: 西园九路2-1号, Truth: 西园九路2-1号庆丰工业楼, Distance: 746
Query: 湖滨银泰in77B区里面碧桃餐厅(湖滨银泰), Truth: 延安路292号湖滨银泰B区1-101碧桃餐厅(湖滨银泰in77B区), Distance: 856
Query: 坤和中心裙楼旁京杭景点, Truth: 武林门码头(环城北路208号坤和中心裙楼旁)京杭大运河杭州景区, Distance: 4957
Query: 文一西路522号停车处, Truth: 文新街道文一西路522号西溪科创园停车场, Distance: 994
Query: 江东四路6188号广汽集团乘用车(杭州)制管大楼, Truth: 经济开发区江东工业园江东四路6188号广州汽车集团乘用车(杭州)有限公司制管大楼, Distance: 744
Query: 教工路196号浙江工商学校教工路(西大门), Truth: 教工路196号附近浙江工商大学教工路校区(西门), Distance: 6730
Query: 山阴路西侧众安游泳池, Truth: 山阴路688号杭州萧山众安假日酒店3层众安假日酒店游泳池, Distance: 820
Query: 玉古路东边杭州市残疾人康复培训中心住房, Truth: 灵隐街道玉古路178号杭州市残疾人康复职业培训中心客房杭州市残疾人康复职业培训中心客房, Distance: 606
Query: 科海路东侧杭州市社会主义学院狐山路出口, Truth: 杭州市社会主义学院(东北门), Distance: 16827
Query: 教育科学研究院附属小学(田园校区)外小学, Truth: 建工路88号教育科学研究院附属小学田园校区(西北门), Distance: 1033
Query: 灵凤街北面霞鸣街废品回收, Truth: 转塘镇霞鸣街鸡山东公交站旁边霞鸣街废品回收站, Distance: 692
Query: 锦尚和品府对面德胜东村社区中国福利彩票, Truth: 德胜东村44幢1单元中国福利彩票(德胜东村社区店), Distance: 842
Query: 南峰路186号电器械, Truth: 梅城镇城南工业功能区南峰路186号恒力电器, Distance: 1736
Query: 保俶路东青少年活动中心停车场, Truth: 昭庆寺里街22号停车场(杭州青少年活动中心西南), Distance: 11370
Query: 余杭塘河绿道以北融创河滨之城雨岚轩1幢, Truth: 五常港路附近融创·河滨之城雨澜轩1幢融创河滨之城2期1号楼, Distance: 20707
Query: 金鹏街366科技园（东临街院门）, Truth: 金鹏街366青蓝科创园D座(东门), Distance: 17924
Query: 市民街与清江路交叉口东北150米滨江·城市之星停车场出口, Truth: 市民街与清江路交叉口东北150米滨江·城市之星停车场(出入口), Distance: 366
Query: 乔莫西路地下停车场(出入口), Truth: 博卡路宜家家居杭州商场地下停车场(出入口), Distance: 658
Query: 兴国路西侧菲林格尔家居店, Truth: 临平望梅路586号江南家居东大厅3楼菲林格尔(江南家居店), Distance: 303
Query: 青蜂餐厅东南角健身中心东南, Truth: 滨盛路2778号江滨一号体育健身中心(东南门), Distance: 866
Query: 申花路308号大关教育集团(申花分校区), Truth: 申花路与益乐路交叉口申花路308号大关小学教育集团(申花校区), Distance: 771
Query: 香樟商贸大楼附近金新城10栋, Truth: 文三西路326号金都新城10幢金都新城10幢, Distance: 499
Query: 解放路223号杭州中国工商银行, Truth: 解放路223号中国工商银行(杭州解放路支行), Distance: 449
Query: 马塍路与马塍支路交叉口东南方马塍支路广播电视大厦, Truth: 马塍路2-1号新祥利大楼浙江广播电视集团(马塍支路), Distance: 538
Query: 学源街与高沙路路口利雅旅馆下沙店, Truth: 下沙街道学林街高沙北区211-212号杭州利雅旅馆, Distance: 10449
Query: 肌语·韩国问题肌肤管理中心(天街店)附近湖馨雅居酒店式住宅, Truth: 下沙海达南路与金沙大道交叉口金沙湖滟澜星座2幢30楼杭州金沙湖馨雅居酒店式公寓, Distance: 293
Query: 从联东路与联谊路交叉路口东走大概730米后再向南走一会就到望江亭钓具了, Truth: 所前镇缪家村109号望江亭钓具, Distance: 962
Query: 长浜路和新天地街交叉口新天地街地铁站点, Truth: (在建)3号线一期;(在建)4号线二期新天地街(地铁站), Distance: 452
Query: 西溪路到玉古路交叉口第一个路口附近美宜佳便利店, Truth: 灵隐街道玉泉大厦一层南侧(天目山路135-145号)美宜佳(玉泉大厦店), Distance: 919
Query: 化桥S路57号杭州陶子幼儿园, Truth: 化仙桥路57号附近杭州市陶子幼儿园陶子园区(东北门), Distance: 713
Query: 松乔街768号区中心南侧门, Truth: 松乔街768号下沙街道社区卫生服务中心(南门), Distance: 765
Query: 余杭塘路南面浙江城乡规划研究院东正门, Truth: 余杭塘路828号附近浙江省城乡规划设计研究院(东门), Distance: 21425
Query: 锦上文澜公寓对面桑达公寓-4, Truth: 春华路桑达公寓桑达公寓4幢, Distance: 552
Query: 延安路和西湖大道交叉口西北附近eifini, Truth: 延安路179号解百新元华二楼SEIFINI(解百新元华), Distance: 225
Query: 沈家路北森马(西联广场DPLIVE中心店), Truth: 东新路655号西联广场B1层森马(西联广场店), Distance: 3684
Query: 中融城市花园附近时代广场停车位(出口), Truth: 天目山路278号黄龙时代广场F1黄龙时代广场停车场(出入口), Distance: 493
Query: 绿香街与长河路交叉口附近德佑, Truth: 长河街道平安路64号德佑南岸晶都花园店, Distance: 240
Query: 东湖南路与政法街交叉路口190米临平职业实验高级中学(东南门), Truth: 政法街139杭州市临平职业高级中学(东南门), Distance: 493
Query: 市心南路以东民族团结促进会(萧山管政邮理局北), Truth: 萧然南路468号杭州市萧山区民族团结促进会(萧山邮政管理局北), Distance: 979
Query: 漾河弄13号漾河公寓小区1幢, Truth: 漾河弄13号漾河公寓1幢, Distance: 923
Query: 山阴路西侧众安假日宾馆游泳池, Truth: 山阴路688号杭州萧山众安假日酒店3层众安假日酒店游泳池, Distance: 949
Query: 讯捷通信旁边黎民八区6号楼, Truth: 上城区黎明八区6号楼, Distance: 821
Query: 仁良路往东仁良花苑租房服务中心, Truth: 东风路(仁良花苑)仁良花苑居住出租房屋管理服务中心, Distance: 651
Query: 高桥镇综合市场西北面派出所银湖中学警务室, Truth: 富祥路8号附近高桥派出所银湖中学警务室, Distance: 33990
Query: 毓秀家园西面杭州市余杭区商贸职高学校, Truth: 平吴街2号杭州市余杭区商贸职业高级中学, Distance: 13873
Query: 天目山公路服务站绿色餐厅证南临安区旅游职业学院, Truth: 天目山镇藻天线与304县道交叉口南200米临安区旅游职业学校, Distance: 63088
Query: 宁波路与金华路交叉口尚品商务楼(北大门), Truth: 金华路99-1号附近尚品商务楼(北门), Distance: 389
Query: 美都兰庭𝐈北面新I安东路初中, Truth: 千岛湖镇新安东路567号千岛湖初级中学, Distance: 793
Query: 恩波大道与巨利路交叉口西北方向杭州富阳人民检察院, Truth: 富春街道恩波大道745号杭州市富阳区人民检察院, Distance: 39807
Query: 福临街与备塘路交叉口西南方向110米浜河部落轰趴店, Truth: 备塘路136号浜河部落57号楼浜河部落轰趴馆, Distance: 938
Query: 东明山森林公园售票处附近东明山停车点, Truth: 东明山路15号东明山森林公园东明山森林公园停车场, Distance: 20
Query: 杭州美居悦客民宿旁边东梓关相识许苑旅店, Truth: 场口镇东梓关村杭派民居27号杭州东梓关相识许苑民宿, Distance: 306
Query: 友谊路北侧汇锦广场14幢, Truth: 汇锦名店广场14幢(友谊路北)汇锦名店广场14幢, Distance: 978
Query: 新天路东家园小区128号楼, Truth: 东湖红旗社区振兴东路湖桥家园胡桥家园128号楼, Distance: 126
Query: 花园岗街与小河路交叉路口东南方向绿城1号, Truth: 小河路711号绿城运河郡1号楼绿城运河郡1号楼, Distance: 18657
Query: 新沙岛稻香村采摘园附近新沙岛水上游乐园, Truth: 新沙岛旅游度假区新沙岛水上乐园水上乐园, Distance: 26987
Query: 体育场路与中山北路交叉口南50米大楼停车库, Truth: 中山北路349号附近杭州医药大楼停车场(出入口), Distance: 544
Query: 世纪花园西南方向宏程大厦迈斯新能源汽车充电站, Truth: 剧院路358-396号开迈斯新能源汽车充电站(开迈斯充电站杭州市宏程国际大厦交直流站), Distance: 9578
Query: 永庆路与丽水路交叉口北面，由左岸花园东门进入的第一栋3楼就是45幢, Truth: 拱墅区左岸花园45幢, Distance: 628
Query: 滨江·西陵休闲广场附近燕语林森公寓6号楼, Truth: 西兴镇(宾安路固陵路交叉口)燕语林森公寓6幢, Distance: 11832
Query: 杭州医学院(滨江校区对面立志园(西2号门, Truth: 勤学路立志园(西2门), Distance: 913
Query: 西联商务大厦地下停车场地下2层西联汽车充电站, Truth: 东新路666号西联商务大厦地下停车场地下2层杭州西联停车产业管理有限公司西联商务大厦电动汽车充电站, Distance: 825
Query: 大关路向南董家弄5幢, Truth: 董家弄5号董家弄小区5幢, Distance: 691
Query: 天目山路与飞达巷交叉口偏西方向 西溪路浙江大学城乡规划院, Truth: 航天通信科技园2号楼201西溪路562号浙大城乡规划设计研究院5所, Distance: 117384
Query: 永福路与文一西路交叉口北苑小区东区6栋, Truth: 西溪北苑(东区)西溪北苑东区6幢, Distance: 29077
Query: 同顺街西段西溪北院西区49号楼, Truth: 余杭区西溪北苑西区49幢, Distance: 657
Query: 炫益广告附近正京元机场路, Truth: 机场路66号正京元大药店房(草庄景墅店), Distance: 79
Query: 水萍街与学院北路交叉口西南270米万家花城1期住宅楼, Truth: 萍水街380号万家花城1期, Distance: 906
Query: 科园路以西杭州幼儿师范学院第二幼儿园(东北门), Truth: 隽逸路南50米浙师大杭州幼儿师范学院第二附属幼儿园(东北门), Distance: 1467
Query: 同科大智智能 工程有限公司南边美都广场(南门), Truth: 美都广场(东南门), Distance: 473
Query: 党柯路86号, Truth: 党柯路86号(佳丽花边)杭州萧山伟业汽车修理厂, Distance: 32922
Query: 网鱼网咖附近月桂花园2-6号楼, Truth: 文三西路207号月桂花园2-6幢, Distance: 878
Query: 凤凰南苑附近210a(上城中西医结合医院), Truth: 秋涛路56号杭州市上城区中西医结合医院F7层210a(杭州市上城区中西医结合医院), Distance: 797
Query: 环城北路与莫干山路交叉口附近百盛金坐, Truth: 天目山路18号百盛金座, Distance: 406
Query: 新业路与富春路交叉口北140米喜茶店, Truth: 新业路228号来福士广场01-33-34室喜茶(来福士店), Distance: 613
Query: 府新街1050办事处, Truth: 府新街105崇贤街道办事处, Distance: 472
Query: 竞舟北路与萍水西街十字路口散坝地铁站布丁酒店, Truth: 萍水西街80号布丁酒店(杭州城西银泰三坝地铁站店), Distance: 1114
Query: 尚德路以西橄榄树南区14, Truth: 尚德路2-25号中尚·橄榄树花园南2区14幢中尚·橄榄树花园南区14幢, Distance: 687
Query: 滨盛路与江陵路交叉口东南方向220米星耀城商业办公楼C座, Truth: 江陵路2028号星耀城星耀城C座, Distance: 865
Query: 江虹路与滨康路交叉口附近聚才路路口, Truth: 滨江区滨康路与聚才路交叉口, Distance: 507
Query: 港城大道南萧山南阳天伞厂, Truth: 港城大道南阳街道南丰村村民委员会北杭州萧山阳天女伞厂, Distance: 839
Query: 文一西路与海创路交叉口东北角浙江海外高层次人才创新园16号楼, Truth: 海创路东150米浙江海外高层次人才创新园16幢, Distance: 838
Query: 漾河弄与白石巷交叉口向西南方向步行40来米道路右边漾河公寓1号楼, Truth: 漾河弄13号漾河公寓1幢, Distance: 923
Query: 通北路与新宁路交叉V口西北10米新宁大厦停车场, Truth: 新宁大厦停车场, Distance: 629
Query: 成蹊苑对面桃李苑20号楼, Truth: 下沙高教园区学源街118号桃李苑20幢浙江财经大学桃李苑20幢, Distance: 666
Query: 五常港路西侧西庐幼儿园西南(门), Truth: 五常港路与紫霞街交叉口西北50米西庐幼儿园(西南门), Distance: 984
Query: 罗婆路和南秀路交叉口东南面金地文源5幢, Truth: 萧山区金帝文源广场5幢, Distance: 690
Query: 环站东路101号云峰大楼2座, Truth: 环站东路101号云峰大厦2座, Distance: 770
Query: 山阴路和工人路交叉口边广场-员工区域, Truth: 山阴路688号恒隆广场F2恒隆广场-员工区域, Distance: 549
Query: 星巴克附近杭州新闻大厦-老楼, Truth: 体育场路218号杭州新闻大厦-老大楼, Distance: 2211
Query: 庆菱路13号金枫锅贴店, Truth: 庆菱路13号金枫锅贴, Distance: 1642
Query: 拱苑路南U黄龙金茂悦停车场, Truth: 塘萍路8号黄龙金茂悦停车场, Distance: 159
Query: 沈家路与东新路交叉路口东南方向新颜苑社区重机宿舍3号楼, Truth: 东新路612号新颜苑社区重机宿舍3幢, Distance: 823
Query: 机场路东边草庄景墅17栋, Truth: 机场路南100米草庄景墅17号楼, Distance: 9968
Query: 秋石高架路东侧三里亭东苑小区, Truth: 亭东路与石桥路一巷交汇处东北100米三里亭东苑, Distance: 5390
Query: 杭州市转塘小学(象山校区)东南方向之江佳园四区2号楼, Truth: 转塘街道杭州绕城高速公路之江家园之江家园四区2幢, Distance: 700
Query: 文三西路南侧荷花苑小区179号楼, Truth: 西湖区荷花苑179号楼, Distance: 572
Query: 肯德基旁边杭州酒家市民中心, Truth: 富春路188号市民中心H座南区一层3号杭州酒家(市民中心店), Distance: 3324
Query: 文三18号乐刻运动沈塘桥分店, Truth: 文三路18号浙江新世纪大酒店负一楼乐刻健身(沈塘桥店), Distance: 5905
Query: 植物园(公交站西120米杭州植物园木兰山茶园(北1出口, Truth: 玉泉路附近杭州植物园木兰山茶园(北1门), Distance: 586
Query: 宁波路南面金华路尚品商务楼(北门), Truth: 金华路99-1号附近尚品商务楼(北门), Distance: 86
Query: 江南新港里面江南茶叶市场, Truth: 天目山西路228号江南茶叶市场, Distance: 760
Query: 青山湖科技城星港路和钱坞路交叉口工程技术研究中心, Truth: 青山湖科技城星港路和钱坞路交叉口国家造纸化学品工程技术研究中心(建设中), Distance: 913
Query: 九盛路东侧鲜丰水果市场（西子联合店）, Truth: 九华2号6幢1楼106室鲜丰水果超市(西子联合店), Distance: 13196
Query: 学士路20思鑫坊7号, Truth: 学士路20思鑫坊思鑫坊7号楼, Distance: 334
Query: 凤起路和都锦生路交叉口以南锦绣天地商务中心地下车库(出口), Truth: 锦绣天地商务中心地下停车场(出口), Distance: 828
Query: 杭州市萧山区第一人民医院东侧怡景公寓5号楼, Truth: 萧然南路怡景公寓5幢怡景公寓5幢, Distance: 657
Query: 九沙大道与通盛路交叉路口向东走大概200米再向左拐走40米就能找到陕西马三扯面地铁东城广场店, Truth: 九沙大道399号地铁东城广场5层陕西马三扯面(地铁东城广场店), Distance: 27070
Query: 玉古路168号文创中心, Truth: 玉古路168号中国石油大厦-文创中心, Distance: 23259
Query: 体育场路与延安路岔路口蔻驰零售店银泰百货一楼, Truth: 延安路530号银泰百货A馆1层coach(武林银泰百货店), Distance: 479
Query: 滨江·万家名城2期内北出口, Truth: 北软路1080号附近滨江·万家名城2期(北门), Distance: 6696
Query: 钱王街南面功山住宅34栋, Truth: 临安区功臣山34号楼, Distance: 830
Query: 古墩路鱼文二西路交叉口东南方向中兴公寓小区, Truth: 古墩路300号中兴公寓, Distance: 512
Query: 半山东路偏北秋韵苑(丁城路门), Truth: 田园秋韵苑(丁城路东)田园秋韵苑(西南门), Distance: 319
Query: 金祝大厦对面人民政府-省行政中心, Truth: 体育场路479号浙江省人民政府-省行政中心, Distance: 936
Query: 储运路北侧鸭霸王, Truth: 南庄兜西苑56号滋味鸭霸王(南庄兜西苑店), Distance: 18995
Query: 嘉绿名苑西区南门附近菜鸟驿站(嘉绿名苑西区南门), Truth: 益乐路45号嘉绿名苑西区南门菜鸟驿站(嘉绿名苑西区南门店), Distance: 918
Query: 大吉路与金家渡路交汇口金家渡南苑小区52号楼, Truth: 金家渡南路4号金家渡南苑52幢金家渡南苑小区52幢, Distance: 363
Query: 家人超市隔壁大学眼镜店, Truth: 浙江工业大学3号楼家人超市隔壁工大厚德眼镜店, Distance: 5514
Query: 仓兴街东(公交站东北40米1号楼公共厕所, Truth: 梦想小镇互联网1号楼1层梦想小镇互联网村-公共厕所, Distance: 1161
Query: 云宁巷与东宁路东面的云峰家园, Truth: 彭埠镇东宁路昙花庵路口云峰家园, Distance: 956
Query: 宏刚五金店附近绍兴新村停车处, Truth: 绍兴路630号绍兴新村停车场, Distance: 328
Query: 荣河附坝近治安大队执勤点, Truth: 奉欣路25号附近仁和派出所治安执勤点, Distance: 698
Query: 横桥路北方庭园君临阁, Truth: 转塘街道新帝朗郡朗郡庭园-君临阁, Distance: 13679
Query: 东西大道与良渚商业街交叉口西南150米处到玉都枫景名苑2-3, Truth: 东西大道与良渚商业街交叉口西南150米玉都枫景名苑2-3, Distance: 220
Query: 尚德路与贤民街口橄榄树花园14, Truth: 尚德路2-25号中尚·橄榄树花园南2区14幢中尚·橄榄树花园南区14幢, Distance: 440
Query: 华谷科技园东面华坞新苑77栋, Truth: 东西大道(华坞新苑)华坞新苑77号楼, Distance: 29705
Query: 盈丰路左往右走到鸿宁路往前100多米望京空间艺术中心C1, Truth: 宁围街道鸿宁路1909号望京空间艺术中心c1座望京空间艺术中心C1座, Distance: 330
Query: 知音路与霞鸣街交口往西象山人家雨竹足道, Truth: 霞鸣街象山人家3幢底商7雨竹足道, Distance: 619
Query: 地铁万科•杭行荟Mo Mall里面漫时光(杭州万达广场店), Truth: 良渚街道祥运路地铁万科杭行道3幢720室漫时光酒店式公寓(杭州万达广场店), Distance: 73293
Query: 浯溪村附近公共厕所, Truth: 狮古山村浯溪自然村老小学操场旁公共厕所(淳安县浪川乡狮古山村浯溪自然村老小学操场旁), Distance: 850
Query: 马市街东侧马市街鑫元图文广告, Truth: 马市街122号2单元106室鑫元图文广告(马市街店), Distance: 50535
Query: 庆春广场二号路往北庆春地铁E1口, Truth: 2号线庆春广场地铁站E1口, Distance: 2958
Query: 湖南路以西小桔充电充电站乔司商贸苑站, Truth: 乔司农贸市场小桔充电充电站(乔司商贸苑站二期), Distance: 974
Query: 象山路280号医院, Truth: 转塘街道象山路280号浙江省立同德医院之江院区, Distance: 446
Query: 北沙西路8交通中队（东南门）, Truth: 北沙西路8杭州市公安局余杭区分局交通警察大队开发区中队(东南门), Distance: 709
Query: 莲花新村西区旁边新村西区(南门), Truth: 莲花街111号莲花新村西区(南门), Distance: 457
Query: 杭州市富阳区郁达夫中学(达夫校区)周围富阳区公安局城西派出所实验中学警务站, Truth: 珠山路富阳区公安局城西派出所实验中学警务室, Distance: 447
Query: 江南社区卫生服务站往东盈中村新林园艺花卉, Truth: 新街镇盈中村新林园艺, Distance: 903
Query: 公望街1162号中国农业银行杭州富春分行, Truth: 公望街1162号中国农业银行(杭州富春支行), Distance: 16643
Query: 旺嘉惠生鲜超市对面蓝桥小区14栋, Truth: 九堡八堡社区下沙路蓝桥名苑(北区)蓝桥名苑北区14幢, Distance: 679
Query: 塘河二弄与塘河支路交叉口东北方向社区小区12号楼, Truth: 教工路550号塘河新村社区12幢, Distance: 16163
Query: 羊坝头与定安路的三岔路口耀江东1门, Truth: 定安路39号耀江广厦公寓(东1门), Distance: 699
Query: 经伟板材店边旁景绣公寓4幢, Truth: 北环路158号中兴景秀公寓中兴景秀公寓4幢, Distance: 345
Query: 长城大厦附近望江国际小区地下车库(入口), Truth: 望江东路332号中豪·望江国际中豪·望江国际地下停车场(出入口), Distance: 573
Query: 荷禹路105号泽川料理, Truth: 荷禹路105号万宝城A座4楼401泽川创作料理(万宝城店), Distance: 718
Query: 沙县小吃(明月桥路店)南侧明明嘉苑一区就幢藕粉店, Truth: 明明嘉苑一区九幢一单元702藕粉私房, Distance: 13964
Query: 秋石高架路东面210a(上城中西医结合医院), Truth: 秋涛路56号杭州市上城区中西医结合医院F7层210a(杭州市上城区中西医结合医院), Distance: 833
Query: 环站南路新风小区新和嘉苑17号楼, Truth: 上城区新和嘉苑17幢, Distance: 753
Query: 新安路东南方老干部特爱工作室活动中心, Truth: 建德市老干部特爱工作室活动中心, Distance: 53348
Query: 东业路与解放东路附近观音塘(地铁), Truth: (在建)7号线一期江北段;(在建)9号线一期南段观音塘(地铁站), Distance: 680
Query: 西环路南中国石油华东加油, Truth: 富春街道劳动路60号中国石油华东加油站, Distance: 893
Query: BAKERY磨坊(杭州解百C座)北边泡泡玛特机器人店(新元华), Truth: 延安路179号解百城市奥莱c座1F泡泡玛特机器人商店(解百新元华), Distance: 1997
Query: 皋亭山千桃园-正气坛附近停车处, Truth: 皋亭千桃园主入口停车点, Distance: 943
Query: ⹤萧山新世纪广场里面中国建设银行24小🔶时自助T银行, Truth: 人民路111号中国建设银行24小时自助银行(萧山新世纪广场支行), Distance: 24220
Query: 浙江理工大学学生生活二区旁边杭州电子科大研究公寓(南1门), Truth: 学林街628杭州电子科技大学研究生公寓(南1门), Distance: 16764
Query: 近江东路与聚乐弄交叉口东北方向180米天福花园10号楼, Truth: 上城区近江住宅区天福花园10号楼, Distance: 462
Query: 拱秀路南侧南市花28幢, Truth: 道源路南市花园28幢南市花园28号楼, Distance: 700
Query: 华联家电便民服务部(潘水南苑店)对面南苑15幢, Truth: 市心南路728号潘水南苑15幢潘水南苑15幢, Distance: 947
Query: 中豪晴园对面发展·今日嘉园5号楼, Truth: 文一路192号文一路和教工路交叉口(原财经学院)发展·今日嘉园5幢, Distance: 822
Query: 蜀山街道卧城蜀山文化艺术团北侧杭州科技职业技术学院继教学院湘湖分院(西北门), Truth: 沈家里路216号杭州科技职业技术学院杭州广播电视大学继教学院湘湖分院(西北门), Distance: 898
Query: 耀江文萃苑旁边中豪晴园苑(北1门), Truth: 文一路181号中豪晴园(北1门), Distance: 699
Query: 晴川街与崇义路交叉口向西约80米晴川大厦东停车场, Truth: 浙江省 杭州市 西湖区 晴川大厦425号晴川大厦东停车场, Distance: 458
Query: 钱塘江北岸园林公司(东北门, Truth: 20号大街和凌浩路的交叉口附近杭州和达市政园林建设有限公司(东北门), Distance: 137
Query: 中国海网对面中国检验检疫北, Truth: 空港大道中国检验检疫(北门), Distance: 635
Query: 品文街东段萧山艾乐托管所(东侧门), Truth: 品文街萧山艾乐幼儿园(东门), Distance: 811
Query: 赵伍路与古运路交叉口西偏北290米小河佳苑长征桥社区南区25栋, Truth: 和睦路449号小河佳苑南区南院25栋小河佳苑长征桥社区南区25号楼, Distance: 70843
Query: 西城广场东侧颐景园北门, Truth: 古墩路383号颐景园(北门), Distance: 635
Query: 上城区彭埠街道章家坝社区党群服务中心东南方30米云河西园东北(门), Truth: 运河东路章家坝社区农转居公寓云河西园(东北门), Distance: 489
Query: 西溪雅苑22-2周围小区东区南门, Truth: 天目山路552附近西溪雅苑东区(南门), Distance: 10240
Query: 仓兴街348号, Truth: 仓前街道仓兴街348号杭州办事综合自助终端机(仓前派出所), Distance: 627
Query: 文三路与教工路交叉路口西北方向立元办公楼停车出入点, Truth: 教工路88号立元大厦停车场(出入口), Distance: 20375
Query: 盱眙虾神龙虾附近新传媒产业大厦（北门）, Truth: 新塘路64附近杭州新传媒产业大厦(北门), Distance: 60633
Query: 吉祥馄饨对面浙江医学院附属儿童医院滨江院区停车场, Truth: 滨盛路3333号浙江大学医学院附属儿童医院滨江院区浙江大学医学院附属儿童医院滨江院区停车场, Distance: 7296
Query: 坤和商务附近18幢, Truth: 文一路66号白荡海人家18幢, Distance: 683
Query: 体育场路178号浙报控股集团, Truth: 体育场路178号浙江日报大楼浙报传媒控股集团, Distance: 1028
Query: 教工路北段立元大楼停车场(出入点), Truth: 教工路88号立元大厦停车场(出入口), Distance: 12547
Query: 访溪路东边主要出入口, Truth: 访溪路32号西溪国家湿地公园洪园出入口, Distance: 7674
Query: 余杭塘路与紫霞街交叉口往东南方向走100蜜的地方就是西溪名庐小区的西北门, Truth: 紫霞街西溪名庐(西北门), Distance: 26824
Query: 紫创商务中心对面莲花商务停车场(入口), Truth: 莲花街333号莲花商务中心停车场(入口), Distance: 35081
Query: 中财大厦里中财大楼总部食堂, Truth: 通和路中财大厦3楼中财大厦总部食堂, Distance: 571
Query: 中信银行(杭州分行)附近中信银行杭州分行钱江新城新大楼停车点, Truth: 钱江新城香樟街迪凯银座东南100米中信银行杭州分行钱江新城新大楼停车场, Distance: 7823
Query: 诚业路346号美发店, Truth: 诚业路346号(现代印象广场)杨田美发, Distance: 798
Query: 戒坛寺岗西侧延龄停车场, Truth: 万寿亭街与直戒坛寺巷交叉口西50米停车场(延龄苑北), Distance: 86
Query: 石马路528号建业打印(石马店), Truth: 石马路528号建业图文(石马路店), Distance: 680
Query: 松和购物东南方向治安岗亭, Truth: 学林街松合时代商城治安岗亭, Distance: 909
Query: 莫干山路东北面瑞幸咖啡厅, Truth: 古运路城发天地17号一层106室Luckin coffee瑞幸咖啡(城发天地店), Distance: 307
Query: 洗护传媒中心东北侧医院不育科, Truth: 古墩路6号杭州天目山医院(不孕不育科), Distance: 6564
Query: 王甘路北段新丰苑(西北1门), Truth: 清江路136号望江·新丰苑(西北1门), Distance: 630
Query: 解放东路北面杭州国际会议中心(东北大门), Truth: 解放东路4号附近杭州国际会议中心(东北门), Distance: 72964
Query: 花木涧花店北对面后珠家苑东区停车区, Truth: 勤丰路与明珠街交叉口北150米后珠家苑东区后珠家苑东区停车场, Distance: 939
Query: 永晖路西面家园35幢, Truth: 顺丰家园35幢顺丰家园35号楼, Distance: 828
Query: 前村街北面西房·杭语宸鹭院, Truth: 前村街与尚贤路交叉口东北100米西房·杭语宸鹭院(建设中), Distance: 79516
Query: 望京空间艺术中心c1座艺术中心-1, Truth: 宁围街道鸿宁路1909号望京空间艺术中心c1座望京空间艺术中心C1座, Distance: 794
Query: 中国铁路上海局集团有限公司艮山门乘务员公寓东北方向天城铭园小区6幢, Truth: 天仙庙路天城铭园6幢天城铭园6号楼, Distance: 468
Query: 中大广场附近拱墅社坛苑11栋, Truth: 杨广才弄24号社坛苑11幢社坛苑11号楼, Distance: 433
Query: 宜家时代东北角杭州Mr.Hi公寓楼, Truth: 杭州Mr.Hi公寓(香郡弄分店), Distance: 731
Query: 定安路与红门局交叉口附近定安路茶百道奶茶店, Truth: 定安路32-1号茶百道(定安路店), Distance: 4025
Query: 学院路北段过桥米线小吃分店, Truth: 翠苑街道学院路229号学苑春晓农贸市场2F营06草帽小子过桥米线(学苑春晓农贸市场店), Distance: 9742
Query: 杭州爱尔眼科医院西北方向顺发香邑里6-2号楼, Truth: 萧山区顺发堤香名苑香邑里6-2号, Distance: 973
Query: 孤山路东侧印学展馆, Truth: 孤山后山路10号中国印学博物馆, Distance: 855
Query: 庆云居附近营销中心, Truth: 隐秀路庆云居东南侧约220米融信万科古翠隐秀销售中心, Distance: 446
Query: 上海如家超市(环丁路店)对面明康鲜菜市(明朗店), Truth: 环丁路1541号明康汇生鲜菜市(天阳明朗店), Distance: 445
Query: 文三西路与文古路交叉口附近花园东区11号楼, Truth: 丰潭路26-8号附近亚洲城花园东区别墅11号楼, Distance: 884
Query: 大资福庙前南城市家园3幢, Truth: 上城区复兴城市家园3幢, Distance: 225
Query: 吴砖线与良上线交叉口西北120米杭州市农业生产资料公司, Truth: 仓前镇吴山前村秀才桥33号杭州市农业生产资料有限公司, Distance: 169
Query: 从南湖东路与城南路的交叉口顺着南湖东路网南边走大概130米再向东边走70米处路的北边就到了栖凤南苑15号楼, Truth: 老余杭栖凤南苑(南湖东路东)栖凤南苑15号楼, Distance: 23645
